FID,geom,OBJECTID,NAMOBJ,FCODE,REMARK,METADATA,SRS_ID,JPLYRS,RSALAMAT,WADMKK,TELEPON,TIPRST
RUMAHSAKIT_PT_50K_2023_JAWABARAT.165,POINT (-6.275421457999926 106.91254700000007),1365,RS Karunia Kasih,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Jatiwaringin No.133, Pd Gede Bekasi",Kota Bekasi,021-8461970,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.166,POINT (-6.281745141999977 106.92996700000003),1366,RS Umum Masmitra,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Kelurahan Jati Makmur No.40, Pondok Gede Kota Bekasi",Kota Bekasi,2184971766,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.167,POINT (-6.251007923999964 107.00123920000004),1367,RS Umum Juwita,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. M. Hasibuan No.78, Bekasi Timur",Kota Bekasi,8829590-1,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.168,POINT (-6.390379113999927 106.86554900000004),1368,RS Umum Sentra Medika,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Bogor KM. 33 Cisalak, Sukmajaya, Depok",Kota Depok,8743790,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.169,POINT (-6.900536728999953 107.55593610000005),1369,RS Umum Mitra Anugrah Lestari,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Cibaligo No.76, Kel. Cigugur Tengah Kec. Cimahi Tengah",Kota Cimahi,(022) 6027204,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.170,POINT (-6.972312960999943 108.52002640000006),1370,RS Umum El-Syifa,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. RE. Martadinata No.108 Kuningan,Kuningan,(0232) 876240,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.171,POINT (-6.573973784999964 106.62775730000004),1371,RS Umum Daerah Leuwiliang,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Cibeber - Leuwiliang Bogor,Bogor,(0251)8643290,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.172,POINT (-7.358561948999977 108.10605690000006),1372,RS Umum Daerah Singaparna Medika Citrautama,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Rancamaya Singaparna, kabupaten Tasikmalaya, Jawa Barat",Tasikmalaya,0265-543456,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.173,POINT (-6.778414477999945 106.78467310000008),1373,RS Umum Bhakti Medicare,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Siliwangi No.186B, Cicurug - Sukabumi",Sukabumi,0266 - 731555,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.174,POINT (-6.3939626189999785 106.82437190000007),1374,RS Umum Mitra Keluarga Depok,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Margonda Raya, Pancoran Mas, Depok, Jawa Barat",Kota Depok,021-77210700,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.175,POINT (-6.865675480999926 107.47388680000006),1375,RS Umum Cahya Kawaluyan,GI01050100,Organisasi Katholik,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Parahyangan KM. 3 - Kota Baru Parahyangan Kec. Padalarang KBB,Bandung Barat,022 - 6803700,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.176,POINT (-6.354479590999972 106.84940170000004),1376,RS Umum Bhayangkara Brimob,GI01050100,POLRI,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"JL Komjen Pol. M Yasin, Kelapadua, Cimanggis",Kota Depok,2187704691,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.177,POINT (-7.339738039999929 108.21772080000005),1377,RS Umum Tasik Medika Citratama (TMC),GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. K.H.Z. Mustofa No. 310 Kel. Tuguraja Kec. Cihideung,Kota Tasikmalaya,0265-322333,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.178,POINT (-6.250433123999926 107.03153210000005),1378,RS Umum Multazam Medika,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,JL. Raya Perum Jatimulya No. 1 Tambun Selatan,Bekasi,(021)8215101,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.179,POINT (-6.973644658999945 108.52619570000007),1379,RS Umum Kuningan Medical Center,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl.R.E. Martadinata No. 1 Kertawangunan Kec. Sindangagung Kab. Kuningan,Kuningan,0232-8890300,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.180,POINT (-6.460888374999968 106.79649200000006),1380,RS Umum Citama,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Pabuaran No. 52 Bogor,Bogor,021-87985555/87,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.181,POINT (-6.482394030999956 106.87052300000005),1381,RS Umum Annisa,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"JL. Raya Karanggan No. 02 Puspasari, Citeureup Bogor",Bogor,021-8756780,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.182,POINT (-6.260235502999933 107.01286620000008),1382,RS Umum Mitra Keluarga Bekasi Timur,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"JL. Pengasinan, Rawa Semut, Margahayu Bekasi Timur",Kota Bekasi,(021) 8817777,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.183,POINT (-6.904823151999949 107.66674900000004),1383,RS Umum Hermina Arcamanik,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. A.H. Nasution No. 50 Antapani Kota Bandung,Kota Bandung,022-87242525,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.184,POINT (-7.287174644999936 108.19589180000008),1384,RS Umum Permata Bunda,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. HR. Wasita Kusumah No. 1 Indihiang Kota Tasikmalaya,Kota Tasikmalaya,265345650,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.185,POINT (-6.29903313899996 107.15956490000008),1385,RS Umum Harapan Keluarga Jababeka,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Kasuari Raya Kav. IA & 1B Cikarang Baru,Bekasi,021 89840745,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.186,POINT (-6.480083619999959 106.86475310000009),1386,RS Umum Sentra Medika Cibinong,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Mayor Oking Jaya Atmaja No.9 Bogor,Bogor,021-87909999,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.187,POINT (-6.356413286999953 107.11881140000008),1387,RS Amanda Cikarang Selatan,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jln. Raya Serang No. 83 Desa Serang Kecamatan Cikarang Selatan Kabupaten Bekasi,Bekasi,218971643,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.188,POINT (-6.570347587999947 106.79890300000005),1388,RS Ibu dan Anak Pasutri,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Merak No.3 Tanah Sareal Kota Bogor,Kota Bogor,0251-8349707,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.189,POINT (-7.332644652999932 108.21483380000006),1389,RS Ibu dan Anak Ummi,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Paseh No. 10 Tuguraja Cihideung Kota Tasikmalaya,Kota Tasikmalaya,265.329126,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.190,POINT (-6.270870315999957 107.09196730000008),1390,RS Umum Dokter Adam Talib,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,JL. TEUKU UMAR NO. 25 CIKARANG BARAT,Bekasi,021-88332305,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.191,POINT (-6.9059772379999345 107.61401950000004),1391,RS Khusus Gigi dan Mulut Kota Bandung,GI01050100,Pemerintah Kota,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. LL RE Martadinata 45 Bandung,Kota Bandung,022 4234058,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.284,POINT (-6.47270016899995 106.72927630000004),1484,RS Umum Rumah Sehat Terpadu Dompet Dhuafa,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Parung KM 42 Bogor,Bogor,0251 861 8651 /,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.192,POINT (-7.325017694999929 108.21390520000006),1392,RS Ibu dan Anak Sayang Bunda,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jln. Sukalaya 1 No 22 Kel. Argasari Kec. Cihideung Kota Tasikmalaya 46122, Jawa Barat",Kota Tasikmalaya,0265-330841,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.193,POINT (-7.32938859799998 108.23217470000009),1393,RS Ibu dan Anak Widaningsih,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,JL. Sutisna Senjaya No 130 Tawang Kota Tasikmalaya,Kota Tasikmalaya,0265-334154,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.194,POINT (-6.885072593999951 108.49401020000005),1394,RS Umum Daerah Linggajati Kuningan,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jln. Raya Bandorasa Wetan - Cilimus No.36 Kec.Cilimus Kab. Kuningan,Kuningan,0232 614884,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.195,POINT (-6.742699651999942 108.53985950000003),1395,RS Umum Medimas,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Evakuasi No. 116 Cirebon Kelurahan Karyamulya, Kecamatan Kesambi, Kota Cirebon, Provinsi Jawa Barat",Kota Cirebon,0231-481165,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.196,POINT (-7.332499506999966 108.22534970000004),1396,RS Ibu dan Anak dr. Hj. Karmini EH,GI01050100,Organisasi Sosial,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl.RSU No 56 Tasikmalaya,Kota Tasikmalaya,0265-330644,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.197,POINT (-6.230808651999951 106.95834250000007),1397,RS Ibu dan Anak Selasih Medika,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Bintara Raya No. 05 Rt 002 Rw 005 Kel. Bintara Kec. Bekasi Barat Kota Bekasi Provinsi Jawa Barat Kode Pos 17134,Kota Bekasi,021-88850155/56,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.198,POINT (-6.943604154999946 107.45970430000006),1398,RS Umum Daerah Cililin,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Cililin Blok Cinta Karya Desa Cililin Kecamatan Cililin Kabupaten Bandung Barat,Bandung Barat,022-6941600,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.199,POINT (-6.39315493099997 106.77118100000007),1399,RS Ibu dan Anak Asyifa Depok,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl.Raya Depok - Cinere No 09, Rkp. Jaya Baru, Depok",Kota Depok,021-77883905,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.200,POINT (-6.247058186999936 106.98383890000008),1400,RS Primaya,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. KH. Noer Alie Kav. 17-18 (Kalimalang), Kel. Kayuringin Jaya, Kec. Bekasi Selatan",Kota Bekasi,021-8267-9999,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.201,POINT (-6.291967640999928 107.15125690000008),1401,RS Umum Mitra Keluarga Cikarang,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Industri Raya 100, Lemah Abang",Bekasi,021-89840900,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.202,POINT (-6.352008904999934 107.37787660000004),1402,RS Umum Fikri Medika,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Kosambi - Telagasari KM 03 Klari Karawang,Karawang,(0267) 861 5555,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.203,POINT (-6.495094901999948 106.75113170000009),1403,RS Sentosa,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Kemang No. 18 Desa Pondok Udik Kec. Kemang Kab. Bogor,Bogor,0251 - 7541900,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.204,POINT (-6.268624815999942 106.97219870000004),1404,RS Umum Hermina Galaxy,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,jl. Gardenia Raya Blok BA I No.11 Grand Galaxy City Bekasi,Kota Bekasi,021-8222525,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.205,POINT (-7.322719924999944 108.21479820000008),1405,RS Umum Syifa Medina,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Bantar No. 15A Cihideung Kota Tasikmalaya,Kota Tasikmalaya,0265 - 334544,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.206,POINT (-6.371357499999931 107.52110620000008),1406,RS Umum Puri Asih,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Jatisari No. 3 Jatisari Karawang,Karawang,0264 361459,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.207,POINT (-6.9118490339999425 106.92271140000008),1407,RS Umum Bhayangkara Setukpa Lemdikpol,GI01050100,POLRI,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Aminta Azmali No. 59A Kota Sukabumi,Kota Sukabumi,0266-229207,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.208,POINT (-6.432804509999926 107.04866560000005),1408,RS Umum Daerah Cileungsi,GI01050100,Pemerintah Kabupaten,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Cileungsi - Jonggol KM. 10 Cipeucang, Kecamatan Cileungsi",Bogor,(021) 89934667,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.209,POINT (-6.499621354999931 107.47141830000004),1409,RS Umum dr. Abdul Radjak Purwakarta,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Bungur Sari No. 36 Purwakarta,Purwakarta,2648222222,B
RUMAHSAKIT_PT_50K_2023_JAWABARAT.210,POINT (-6.513768050999943 107.45448790000006),1410,RS Umum Asri Purwakarta,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Veteran No. 15,Purwakarta,0264-211680,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.211,POINT (-6.512752657999954 107.47442660000007),1411,RS Umum Rama Hadi,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl.Raya Sadang - Subang RT 17/04 Desa Ciwangi Kec. Bungursari Kab. Purwakarta,Purwakarta,0264-202136,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.212,POINT (-6.180468592999944 106.99588230000006),1412,RS Ibu dan Anak Taman Harapan Baru,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jln. Taman Harapan Baru Raya, Blok R1, No. 20",Kota Bekasi,(021)-888 71202,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.213,POINT (-7.651673091999953 107.74716310000008),1413,RS Umum Daerah Pameungpeuk Prov. Jabar,GI01050100,Pemerintah Provinsi,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Miramareu No 99 Desa Sirnabakti Kec. Pameungpeuk,Garut,0262-2816017,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.214,POINT (-6.528169669999954 107.45711710000006),1414,RS Umum Amira,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Ipik Gandamanah RT 35 / 03 Munjul Jaya Kab. Purwakarta,Purwakarta,(0264) 8221191,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.215,POINT (-6.277049097999964 107.18122650000004),1415,RS Umum Asri Medika,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Citanduy Raya L 11 No 1, Simpangan, Cikarang Utara, Kab Bekasi, Jawa Barat",Bekasi,021-89142968-69,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.216,POINT (-6.326894277999941 107.12471230000006),1416,RS Ibu dan Anak Nurul Annisa,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Cibarusah Rt 004/003 Desa Sukaresmi Kec. Cikarang Selatan,Bekasi,021-8971122,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.217,POINT (-6.940542949999951 107.66401910000008),1417,RS Umum Humana Prima,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Rancabolang No. 21 Kel. Manjahlega Kec. Rancasari Kota Bandung,Kota Bandung,(022)7563489,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.218,POINT (-6.6531465029999595 107.38977460000007),1418,RS Ibu dan Anak Dian,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Cibogo Hilir Kec. Plered Kab. Purwakarta,Purwakarta,(0264) 8316669,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.219,POINT (-6.614984926999966 107.49452710000008),1419,RS Umum Holistic Purwakarta,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Terusan Kapten Halim KM.09 Salamulya, Pondoksalam, Purwakarta",Purwakarta,(0264) 8223434,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.220,POINT (-6.325820259999944 107.08610660000005),1420,RS Mitra Medika Narom,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Desa Jatiwangi Cikedokan Kp. Kamurang,Bekasi,021-89983741,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.221,POINT (-6.331405877999941 107.04842130000009),1421,RS Uni Medika Setu Bekasi,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya setu No.99 Desa Lubang Buaya Kec. Setu,Bekasi,021-82592888,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.222,POINT (-6.75680650399994 108.46916350000004),1422,RS Umum Sumber Hurip,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Rd. Dewi Sartika No. 15 Kel. Tukmudal, Kecamatan Sumber, Kabupaten Cirebon, Provinsi Jawa Barat",Cirebon,,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.223,POINT (-6.803111985999976 108.61572240000004),1423,RS Umum Universitas Muhammadiyah Cirebon,GI01050100,Organisasi Islam,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. KH. Wahid Hasyim No. 8 Desa Mertapeda Wetan, Kec. Astanajapura",Cirebon,(0231) 638000,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.224,POINT (-6.222822171999951 107.02215000000007),1424,RS Umum Anna Medika,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Perjuangan no. 45 Harapan Baru, Bekasi Utara",Kota Bekasi,021-88882211,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.225,POINT (-6.370218999999963 106.81380570000005),1425,RS Umum Grha Permata Ibu,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. KH. M. Usman No 168 Kukusan Depok,Kota Depok,021 7778899,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.226,POINT (-6.5710387589999755 106.73938690000006),1426,RS Umum Medika Dramaga,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Dramaga Km.7,3 Margajaya-Bogor Barat-Kota Bogor",Kota Bogor,0251-8308900,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.227,POINT (-6.40509622899998 106.97668180000005),1427,RS Umum Hermina Mekarsari,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl Raya Cileungsi Jonggol Km 1 Cileungsi Kab Bogor,Bogor,021-29232525,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.228,POINT (-6.204432340999972 106.98863080000007),1428,RS Ibu dan Anak Rinova Intan,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Seroja No. 101 Harapan Jaya,Kota Bekasi,021-8849401,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.229,POINT (-6.504100059999928 107.49092440000004),1429,RS Umum Bhakti Husada II Purwakarta,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Sadang-Subang KM 5 RT 01/01 Cikumpay Campaka Purwakarta,Purwakarta,0264-8225344,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.230,POINT (-6.499931860999936 106.84344310000006),1430,RS Ibu dan Anak Assalam,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Bogor KM 46,7 Nanggewer Mekar Cibinong Bogor",Bogor,(021)8753724,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.231,POINT (-7.370785354999953 108.53801770000007),1431,RS Umum Mitra Idaman,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Sudiro W No.57 Kota Banjar,Kota Banjar,(0265) 742175,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.232,POINT (-7.360999277999952 108.53520730000008),1432,RS Umum Banjar Patroman,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Stadion Patroman Kav. III No. 3 Kota Banjar,Kota Banjar,0265 - 2732 532,D
RUMAHSAKIT_PT_50K_2023_JAWABARAT.233,POINT (-6.92172504499996 107.55570960000006),1433,RS Umum Avisena,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Melong 170 Kelurahan. Melong Kecamatan. Cimahi Selatan,Kota Cimahi,(022) 6062582,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.234,POINT (-6.2527254129999505 107.08620180000008),1434,RS Umum Cibitung Medika,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. H. Bosih No.117 Cibitung Kabupaten Bekasi,Bekasi,021-88323444,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.235,POINT (-6.472054258999947 107.81097090000009),1435,RS Umum Mutiara Hati,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Pagaden Rt 15/04 Desa Sukamulya Kec.Pagaden Subang,Subang,(0260) 451828,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.236,POINT (-6.706819975999963 108.43347130000006),1436,RS Umum Khalishah,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Dr. Setia Budi No.8 Desa Pegagan Palimanan,Cirebon,0231-342440,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.237,POINT (-6.176374626999973 106.99860770000004),1437,RS Umum Taman Harapan Baru,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Kaliabang Tengah No. 2,Kota Bekasi,021 88981055,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.238,POINT (-6.899844811999969 107.54716360000003),1438,RS Umum Kasih Bunda,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Mahar Martanegara No.166 Kel. Baros Kec. Cimahi Tengah,Kota Cimahi,(022) 6614221,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.239,POINT (-6.315411285999971 107.29414810000009),1439,RS Umum Mitra Family,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,"Jl. Raya Galuh Mas RT/RW 002/005, Desa Sukaharja, Kecamatan Teluk Jambe Timur",Karawang,0267-8458327,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.240,POINT (-6.627481154999941 106.82389710000007),1440,RS Umum Juliana,GI01050100,Swasta / Lainnya,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Tajur No. 75 Bogor Timur Kota Bogor,Kota Bogor,0251-8339593,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.241,POINT (-6.608472129999939 106.79454780000003),1441,RS Umum Ummi,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Empang II No. 2 Bogor Selatan Kota Bogor,Kota Bogor,0251-8341600,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.242,POINT (-6.368254504999925 106.86043950000004),1442,RS Ibu dan Anak Setya Bhakti,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl. Raya Bogor KM.30 Kel. Mekarsari Kec. Cimanggis,Kota Depok,021-8711518,C
RUMAHSAKIT_PT_50K_2023_JAWABARAT.243,POINT (-6.299148788999958 107.16734460000004),1443,RS Umum Metro Hospitals,GI01050100,Perusahaan,528c628d-bc92-447d-8d1f-a0e99c7dc40f,SRGI2013,0,Jl.Anggrek I B2/2 RT 01/11 Kec Mekar Mukti,Bekasi,(021)89835223,C
