"id","longitude","latitude","lat","long","address","neighborhood","city","metro_area","subregion","region","postal"
621,106.930260898277,-6.25373061431793,-6.25373061431793,106.930260898277,"Nirbana O Mise, Jalan Rambutan 1 97, Pondokgede, Jawa Barat, 17412, IDN","Jatibening Baru","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
639,106.93596223473,-6.25503638304751,-6.25503638304751,106.93596223473,"Jalan Swadaya 3, Pondokgede, Jawa Barat, 17412, IDN","Jatibening Baru","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
720,106.94205815408,-6.25742156536922,-6.25742156536922,106.94205815408,"Jalan Tol Jakarta - Cikampek, Pondokgede, Jawa Barat, 17412, IDN","Jatibening Baru","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17412"
762,106.940636827424,-6.26293822030202,-6.26293822030202,106.940636827424,"Jatibening Baru, Pondokgede, Jawa Barat, IDN","Jatibening Baru","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat",""
12,106.92652672682,-6.260229235787,-6.260229235787,106.92652672682,"Al-Barkah Islamic Elementary School, Jalan Kemang Raya 18, Pondokgede, Jawa Barat, 17411, IDN","Jaticempaka","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17411"
84,106.90805350592,-6.26667419697133,-6.26667419697133,106.90805350592,"Jalan Gondangdia Baru 19, Pondokgede, Jawa Barat, 17411, IDN","Jaticempaka","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17411"
139,106.918921371293,-6.26170172977428,-6.26170172977428,106.918921371293,"Jalan Jamblang 1 18, Pondokgede, Jawa Barat, 17411, IDN","Jaticempaka","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17411"
189,106.928054396056,-6.26675935185184,-6.26675935185184,106.928054396056,"Komplek Essence Park Blok A5 No, Jalan Essence Park 19, Pondokgede, Jawa Barat, 17411, IDN","Jaticempaka","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17411"
278,106.909470468264,-6.26206009150795,-6.26206009150795,106.909470468264,"Gadetgrosir.Com, Jalan Cempaka, Pondokgede, Jawa Barat, 17411, IDN","Jaticempaka","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17411"
283,106.918968197304,-6.26444622345014,-6.26444622345014,106.918968197304,"Smp Islam Ayman, Jalan Jati Roto 1 49, Pondokgede, Jawa Barat, 17411, IDN","Jaticempaka","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17411"
590,106.912417037375,-6.26131530165619,-6.26131530165619,106.912417037375,"Rumah Ibu Nawiyah, Jalan Cempaka Bulak 93, Pondokgede, Jawa Barat, 17411, IDN","Jaticempaka","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17411"
616,106.911528762549,-6.25730540108814,-6.25730540108814,106.911528762549,"Jalan Tol Jakarta - Cikampek, Pondokgede, Jawa Barat, 17411, IDN","Jaticempaka","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17411"
760,106.907752797176,-6.26486988349463,-6.26486988349463,106.907752797176,"Jalan Unkris, Pondokgede, Jawa Barat, 17411, IDN","Jaticempaka","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17411"
794,106.907481920256,-6.26344463826681,-6.26344463826681,106.907481920256,"Unkris, Jalan Unkris 17, Pondokgede, Jawa Barat, 17411, IDN","Jaticempaka","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17411"
45,106.941411385731,-6.28500193279517,-6.28500193279517,106.941411385731,"Apotek Teratai Farma, Jalan Jatikramat Indah 2, Jatiasih, Jawa Barat, 17421, IDN","Jatikramat","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17421"
120,106.949888067918,-6.27728035685783,-6.27728035685783,106.949888067918,"Jalan Pondok Jati Indah Blok A1, Jatiasih, Jawa Barat, 17421, IDN","Jatikramat","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17421"
199,106.939190426557,-6.27154148348811,-6.27154148348811,106.939190426557,"Jalan Dosen IKIP, Jatiasih, Jawa Barat, 17421, IDN","Jatikramat","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17421"
214,106.941589030865,-6.27655523602537,-6.27655523602537,106.941589030865,"Jalan Griya Asri Jatibening, Jatiasih, Jawa Barat, 17421, IDN","Jatikramat","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17421"
310,106.952573390563,-6.28076513061973,-6.28076513061973,106.952573390563,"Sport Club And Gym Center, Jatiasih, Jawa Barat, 17421, IDN","Jatikramat","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17421"
368,106.940624322049,-6.28736234107673,-6.28736234107673,106.940624322049,"Jalan Jatikramat Indah 2 115, Jatiasih, Jawa Barat, 17421, IDN","Jatikramat","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17421"
470,106.945934404607,-6.28412189061452,-6.28412189061452,106.945934404607,"Jalan Cempaka 1, Jatiasih, Jawa Barat, 17421, IDN","Jatikramat","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17421"
471,106.949768797434,-6.28751361067808,-6.28751361067808,106.949768797434,"Jalan Raya Jati Kramat 86, Jatiasih, Jawa Barat, 17421, IDN","Jatikramat","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17421"
539,106.940551431149,-6.2717576404524,-6.2717576404524,106.940551431149,"Komplek Dosen IKIP 91, Jatiasih, Jawa Barat, 17421, IDN","Jatikramat","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17421"
541,106.941847926477,-6.27558964022986,-6.27558964022986,106.941847926477,"Kusen Alumunium Bekasi, Jalan Haji Anwar, Jatiasih, Jawa Barat, 17421, IDN","Jatikramat","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17421"
630,106.953734569816,-6.27855049670622,-6.27855049670622,106.953734569816,"Jalan Srikaya 4, Jatiasih, Jawa Barat, 17421, IDN","Jatikramat","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17421"
187,106.953606018901,-6.32426075861899,-6.32426075861899,106.953606018901,"17425, Jatiasih, Jawa Barat, IDN","Jatiluhur","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17425"
217,106.950758128513,-6.32516194265533,-6.32516194265533,106.950758128513,"Warung Desi, Jatiasih, Jawa Barat, IDN","Jatiluhur","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat",""
272,106.949479670821,-6.32284719575172,-6.32284719575172,106.949479670821,"Jalan Garuda, Jatiasih, Jawa Barat, 17425, IDN","Jatiluhur","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17425"
379,106.948080239133,-6.32672065568872,-6.32672065568872,106.948080239133,"Rdjmotor, Jalan Raya Wibawa Mukti, Jatiasih, Jawa Barat, 17425, IDN","Jatiluhur","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17425"
383,106.947935312562,-6.31348562842487,-6.31348562842487,106.947935312562,"Perumahan Satwika Permai, Jatiasih, Jawa Barat, 17425, IDN","Jatiluhur","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17425"
425,106.959367625615,-6.31545933133394,-6.31545933133394,106.959367625615,"Jalan Raya Parpostel, Jatiasih, Jawa Barat, 17425, IDN","Jatiluhur","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17425"
526,106.946854234147,-6.31136227079369,-6.31136227079369,106.946854234147,"Griya Dealova, Jalan Benda, Jatiasih, Jawa Barat, 17425, IDN","Jatiluhur","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17425"
633,106.944592270435,-6.30937190370823,-6.30937190370823,106.944592270435,"Jalan Benda, Jatiasih, Jawa Barat, 17425, IDN","Jatiluhur","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17425"
54,106.9349397603,-6.28192346528452,-6.28192346528452,106.9349397603,"Jalan Sigma, Pondokgede, Jawa Barat, 17413, IDN","Jatimakmur","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17413"
138,106.931058022047,-6.27527356790031,-6.27527356790031,106.931058022047,"Jalan Antara Dalam 1, Pondokgede, Jawa Barat, 17413, IDN","Jatimakmur","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17413"
155,106.934315873494,-6.28242039018418,-6.28242039018418,106.934315873494,"Arista, Jalan Sigma, Pondokgede, Jawa Barat, 17413, IDN","Jatimakmur","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17413"
388,106.931541736566,-6.27833222728144,-6.27833222728144,106.931541736566,"Jalan Antara 4, Pondokgede, Jawa Barat, 17413, IDN","Jatimakmur","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17413"
480,106.921565551238,-6.28002888904283,-6.28002888904283,106.921565551238,"Jalan Belibis, Pondokgede, Jawa Barat, 17413, IDN","Jatimakmur","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17413"
487,106.9253222941,-6.27421158455685,-6.27421158455685,106.9253222941,"Jalan Bongas 12, Pondokgede, Jawa Barat, 17413, IDN","Jatimakmur","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17413"
738,106.921319471494,-6.28362261284761,-6.28362261284761,106.921319471494,"Almar Collection, Jalan Kenari 175, Pondokgede, Jawa Barat, 17413, IDN","Jatimakmur","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17413"
770,106.931874318527,-6.28971646859384,-6.28971646859384,106.931874318527,"Jalan Mawar Merah, Pondokgede, Jawa Barat, 17413, IDN","Jatimakmur","Pondokgede","Kota Bekasi","Kota Bekasi","Jawa Barat","17413"
7,106.950484981091,-6.30405972217162,-6.30405972217162,106.950484981091,"H. Haris Pamahan, Jalan Mesjid Al Ishaq, Jatiasih, Jawa Barat, IDN","Jatimekar","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat",""
154,106.954219936273,-6.29275692596128,-6.29275692596128,106.954219936273,"Jalan Angkasa Puri Raya, Jatiasih, Jawa Barat, 17422, IDN","Jatimekar","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17422"
193,106.947942253346,-6.29333286446675,-6.29333286446675,106.947942253346,"17422, Jatiasih, Jawa Barat, IDN","Jatimekar","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17422"
319,106.941131315029,-6.2928602408671,-6.2928602408671,106.941131315029,"Toko Yasir Indonesia, Jalan Pendidikan, Jatiasih, Jawa Barat, 17422, IDN","Jatimekar","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17422"
422,106.942477966821,-6.30474067254131,-6.30474067254131,106.942477966821,"Jalan Tol Lingkar Luar, Jatiasih, Jawa Barat, 17422, IDN","Jatimekar","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17422"
428,106.947880604792,-6.29038961543899,-6.29038961543899,106.947880604792,"Jalan Musholla, Jatiasih, Jawa Barat, 17422, IDN","Jatimekar","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17422"
458,106.940896800202,-6.2932141497626,-6.2932141497626,106.940896800202,"Homework, Jalan Kimia, Jatiasih, Jawa Barat, 17422, IDN","Jatimekar","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17422"
556,106.941150816544,-6.29148714989716,-6.29148714989716,106.941150816544,"Jalan Haji Mugni 29, Jatiasih, Jawa Barat, 17422, IDN","Jatimekar","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17422"
704,106.946857358198,-6.29366014686523,-6.29366014686523,106.946857358198,"17422, Jatiasih, Jawa Barat, IDN","Jatimekar","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17422"
711,106.955230004606,-6.29149337870228,-6.29149337870228,106.955230004606,"Jalan Angkasa Puri Raya, Jatiasih, Jawa Barat, 17422, IDN","Jatimekar","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17422"
714,106.952357090678,-6.28911496513484,-6.28911496513484,106.952357090678,"Jalan Apel 6 3, Jatiasih, Jawa Barat, 17422, IDN","Jatimekar","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17422"
748,106.950884752103,-6.29024829515117,-6.29024829515117,106.950884752103,"Jalan Apel Raya 6, Jatiasih, Jawa Barat, 17422, IDN","Jatimekar","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17422"
787,106.95487355979,-6.28820849301246,-6.28820849301246,106.95487355979,"Warung Nasi 'Subur', Jalan Jatimekar, Jatiasih, Jawa Barat, 17422, IDN","Jatimekar","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17422"
6,106.928468430312,-6.31110475958961,-6.31110475958961,106.928468430312,"Angka Wijaya Sejahtera, Jalan Alternatif Jorr Tol Jatiwarna, Pondokmelati, Jawa Barat, 17415, IDN","Jatimelati","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17415"
62,106.941273101595,-6.31358112124431,-6.31358112124431,106.941273101595,"Perumahan Villa Ubud 3A, Pondokmelati, Jawa Barat, 17415, IDN","Jatimelati","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17415"
68,106.926122311716,-6.3169442998372,-6.3169442998372,106.926122311716,"Jalan Haji Kunen, Pondokmelati, Jawa Barat, 17415, IDN","Jatimelati","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17415"
128,106.931280685749,-6.31368981149057,-6.31368981149057,106.931280685749,"Koje Vespa Garage, Jalan Yanatera 17 36, Pondokmelati, Jawa Barat, 17415, IDN","Jatimelati","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17415"
314,106.93622333005,-6.31722180737673,-6.31722180737673,106.93622333005,"Activ Furniture, Jalan Tambakan, Pondokmelati, Jawa Barat, 17415, IDN","Jatimelati","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17415"
364,106.939034332438,-6.31832752146079,-6.31832752146079,106.939034332438,"Lapakayu Bekasi, Jalan Villa Tampak Siring 115, Pondokmelati, Jawa Barat, 17415, IDN","Jatimelati","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17415"
517,106.93507998061,-6.3146142501881,-6.3146142501881,106.93507998061,"Elysia Cake, Jalan Pandan Wangi 6 18, Pondokmelati, Jawa Barat, 17415, IDN","Jatimelati","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17415"
543,106.938868812394,-6.31616831917576,-6.31616831917576,106.938868812394,"Risoles Nina Nini, Jalan Villa Kintamani 98, Pondokmelati, Jawa Barat, 17415, IDN","Jatimelati","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17415"
583,106.938353607493,-6.32294667660454,-6.32294667660454,106.938353607493,"Perumahan Villa Ciater 5, Pondokmelati, Jawa Barat, 17415, IDN","Jatimelati","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17415"
624,106.936870878184,-6.31947031307684,-6.31947031307684,106.936870878184,"Makam Jatiwarna, Jalan Jatiwarna Puri Gading 98, Pondokmelati, Jawa Barat, 17415, IDN","Jatimelati","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17415"
23,107.039303759507,-6.26288623592974,-6.26288623592974,107.039303759507,"Jatimulya, Tambun Selatan, Jawa Barat, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat",""
126,107.016391118866,-6.28612870900185,-6.28612870900185,107.016391118866,"Jalan Harimau 10, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
151,107.020112138319,-6.2816596085911,-6.2816596085911,107.020112138319,"Jalan Panda 2, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
153,107.015758552786,-6.28691706522885,-6.28691706522885,107.015758552786,"Perumahan Pondok Timur Indah Khusus, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
159,107.022799858324,-6.25914852041715,-6.25914852041715,107.022799858324,"Anis Rusmayani, Jalan Tampomas Raya, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
163,107.023510761336,-6.26092504762746,-6.26092504762746,107.023510761336,"Jatimulya, Tambun Selatan, Jawa Barat, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat",""
178,107.033086459683,-6.26736487415411,-6.26736487415411,107.033086459683,"Warung Imp, Jalan Kyai Haji Noer Ali, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
186,107.017974028562,-6.27477529761297,-6.27477529761297,107.017974028562,"Jalan Mulia, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
227,107.031125258196,-6.25616211930867,-6.25616211930867,107.031125258196,"Jatimulya, Tambun Selatan, Jawa Barat, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat",""
237,107.042071860874,-6.26270438992219,-6.26270438992219,107.042071860874,"Agen Sembako Bang Pendi, Jalan Karya Logam, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
255,107.026960640172,-6.27771424826597,-6.27771424826597,107.026960640172,"Jalan Sakura 3, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
261,107.037127338563,-6.26420400081142,-6.26420400081142,107.037127338563,"Masjid Nurul Iman, Jalan Pangeran Diponegoro, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
274,107.043442619614,-6.26387214682045,-6.26387214682045,107.043442619614,"Jalan Karya Logam, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
320,107.025911818231,-6.25689118197695,-6.25689118197695,107.025911818231,"Nasi Uduk Mpok Dami, Jalan Dewa Ruci 3, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
326,107.038876624242,-6.26713624250132,-6.26713624250132,107.038876624242,"Jatimulya, Tambun Selatan, Jawa Barat, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat",""
343,107.031761485925,-6.27256875752001,-6.27256875752001,107.031761485925,"Jatimulya, Tambun Selatan, Jawa Barat, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat",""
367,107.026185536516,-6.27130181058244,-6.27130181058244,107.026185536516,"Dapur Palembang, Jalan Toyogiri, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
393,107.016716395195,-6.26667984159632,-6.26667984159632,107.016716395195,"Service Hp & Kursus Hp Herra Smartphone, Jalan Raya Jati Mulya, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
421,107.021822676752,-6.27958797177492,-6.27958797177492,107.021822676752,"Jalan Mutiara Gading Timur Boulevard, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
469,107.018228337149,-6.27449747886952,-6.27449747886952,107.018228337149,"Tk Alam Taman Firdaus, Tambun Selatan, Jawa Barat, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat",""
493,107.043684390273,-6.26257383442639,-6.26257383442639,107.043684390273,"Baso Mas Bejo, Jalan Karya Logam, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
504,107.034963658077,-6.26741048312422,-6.26741048312422,107.034963658077,"Ayam And Lele Kremes Rasafa 21, Jalan Kyai Haji Noer Ali, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
577,107.021143923281,-6.26652072020275,-6.26652072020275,107.021143923281,"Kontrakan Bp. Nalih, Jalan Cempedak 5 158, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
619,107.037529631954,-6.26523110361216,-6.26523110361216,107.037529631954,"Jatimulya, Tambun Selatan, Jawa Barat, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat",""
627,107.038310556533,-6.25842810683725,-6.25842810683725,107.038310556533,"Jatimulya, Tambun Selatan, Jawa Barat, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat",""
645,107.022747772694,-6.26745057129538,-6.26745057129538,107.022747772694,"Tk Islam Salman Al Farisi, Perumahan Jati Mulya Jaya, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
661,107.033389035907,-6.25434462696697,-6.25434462696697,107.033389035907,"Jalan Pangeran Diponegoro, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
675,107.035695955695,-6.25682259070083,-6.25682259070083,107.035695955695,"Jatimulya, Tambun Selatan, Jawa Barat, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat",""
685,107.020457261891,-6.28157430970115,-6.28157430970115,107.020457261891,"Mie Ayam Klonong, Jalan Panda 60, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
744,107.036275956583,-6.25629215838537,-6.25629215838537,107.036275956583,"Jalan Pangeran Diponegoro, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
750,107.035885274326,-6.25664992548494,-6.25664992548494,107.035885274326,"Jalan Pangeran Diponegoro, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
757,107.013460515479,-6.28487162798758,-6.28487162798758,107.013460515479,"Jalan Cipete Raya, Tambun Selatan, Jawa Barat, 17510, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat","17510"
773,107.018726345011,-6.27500985856298,-6.27500985856298,107.018726345011,"Warung Mama Syifa, Tambun Selatan, Jawa Barat, IDN","Jatimulya","Tambun Selatan","Kota Bekasi","Bekasi","Jawa Barat",""
145,106.925782462684,-6.32563066537249,-6.32563066537249,106.925782462684,"Adam's Corner, Komplek PLN Jatimurni, Pondokmelati, Jawa Barat, 17431, IDN","Jatimurni","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17431"
190,106.927141998619,-6.32402998162573,-6.32402998162573,106.927141998619,"17431, Pondokmelati, Jawa Barat, IDN","Jatimurni","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17431"
203,106.922562591583,-6.32649632779294,-6.32649632779294,106.922562591583,"Jalan Mabes 2, Pondokmelati, Jawa Barat, 17431, IDN","Jatimurni","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17431"
221,106.920554264573,-6.32412274064638,-6.32412274064638,106.920554264573,"Jalan PLN, Pondokmelati, Jawa Barat, 17431, IDN","Jatimurni","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17431"
259,106.921459461954,-6.32178429639229,-6.32178429639229,106.921459461954,"17431, Pondokmelati, Jawa Barat, IDN","Jatimurni","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17431"
29,106.936804262353,-6.29953428356984,-6.29953428356984,106.936804262353,"Irfan And Bima House A18, Jalan Asoka 38, Pondokmelati, Jawa Barat, 17414, IDN","Jatirahayu","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17414"
293,106.913837943828,-6.29129087662078,-6.29129087662078,106.913837943828,"Jalan Kusuma, Pondokmelati, Jawa Barat, 17414, IDN","Jatirahayu","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17414"
329,106.927674324597,-6.29623888263767,-6.29623888263767,106.927674324597,"Ayam Rich Rica, Jalan Mesjid Rawa Bacang, Pondokmelati, Jawa Barat, 17414, IDN","Jatirahayu","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17414"
400,106.922869185486,-6.29032740915647,-6.29032740915647,106.922869185486,"Blok AS, Pondokmelati, Jawa Barat, 17414, IDN","Jatirahayu","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17414"
408,106.938328216007,-6.29467268653006,-6.29467268653006,106.938328216007,"Blkln Kusuma Indah, Jalan Haji Abdul Rohim, Pondokmelati, Jawa Barat, 17414, IDN","Jatirahayu","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17414"
501,106.934430119602,-6.2969070952101,-6.2969070952101,106.934430119602,"Wijaya Motor, Jalan Siliwangi 103, Pondokmelati, Jawa Barat, 17414, IDN","Jatirahayu","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17414"
561,106.914411333285,-6.29053664173003,-6.29053664173003,106.914411333285,"Per. Wisma Kusuma Indah, Pondok Gede., Wisma Kusuma Indah, Pondokmelati, Jawa Barat, 17414, IDN","Jatirahayu","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17414"
682,106.922877698018,-6.29377984582942,-6.29377984582942,106.922877698018,"Angga Tio Rara, Gang Haji Harun, Pondokmelati, Jawa Barat, 17414, IDN","Jatirahayu","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17414"
707,106.924722234722,-6.29386879070446,-6.29386879070446,106.924722234722,"Frozen 52, Blok D1 Poris TVRI 10, Pondokmelati, Jawa Barat, 17414, IDN","Jatirahayu","Pondokmelati","Kota Bekasi","Kota Bekasi","Jawa Barat","17414"
21,106.968327621044,-6.30294954641699,-6.30294954641699,106.968327621044,"17424, Jatiasih, Jawa Barat, IDN","Jatirasa","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17424"
56,106.974640721958,-6.28278033039796,-6.28278033039796,106.974640721958,"Parujiwa, Jalan Akasia, Jatiasih, Jawa Barat, 17424, IDN","Jatirasa","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17424"
158,106.965315247763,-6.30188191734449,-6.30188191734449,106.965315247763,"Rumah Anak Sulung, Jalan Swatantra 5, Jatiasih, Jawa Barat, 17424, IDN","Jatirasa","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17424"
239,106.970929800153,-6.28242655919813,-6.28242655919813,106.970929800153,"Warung Riska, Jalan Rembang 59, Jatiasih, Jawa Barat, 17424, IDN","Jatirasa","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17424"
286,106.962421880883,-6.31061750057331,-6.31061750057331,106.962421880883,"Jalan Bunga Sakura Utama 5 17, Jatiasih, Jawa Barat, 17424, IDN","Jatirasa","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17424"
623,106.969893217598,-6.28349332907869,-6.28349332907869,106.969893217598,"Jalan Rembang, Jatiasih, Jawa Barat, 17424, IDN","Jatirasa","Jatiasih","Kota Bekasi","Kota Bekasi","Jawa Barat","17424"
